"46124","FS111","LABORATORIO DE OPTICA"
"46126","FS111","LABORATORIO DE OPTICA"
"67663","I6004","LABORATORIO DE FISICA MODERNA"
"60848","I6016","LABORATORIO DE FISICA I"
"105694","I6024","LABORATORIO DE FISICA II"
"76932","I6146","LABORATORIO DE PARASITOLOGIA"
"76933","I6146","LABORATORIO DE PARASITOLOGIA"
"76934","I6146","LABORATORIO DE PARASITOLOGIA"
"76935","I6146","LABORATORIO DE PARASITOLOGIA"
"124868","I6146","LABORATORIO DE PARASITOLOGIA"
"117645","I6171","ANALISIS MICROBIOLOGICOS"
"42284","I6125","BIOESTADISTICA"
"124865","I6148","BIOFARMACIA Y FARMACOCINETICA"
"77956","FB224","BIOLOGIA MOLECULAR"
"94041","I6149","BIOLOGIA MOLECULAR Y GENETICA"
"76922","I6144","BIOQUIMICA II"
"124845","I6178","BIOTECNOLOGIA"
"124845","I6178","BIOTECNOLOGIA"
"103792","I6168","FARMACIA COMUNITARIA Y HOSPITALARIA"
"76918","I6142","FARMACOLOGIA II"
"76918","I6142","FARMACOLOGIA II"
"76919","I6142","FARMACOLOGIA II"
"49954","FB311","GENETICA"
"49954","FB311","GENETICA"
"124839","I6158","GERENCIA Y ADMINISTRACION"
"89596","I6151","LABORATORIO DE MICROBIOLOGIA CLINICA"
"76934","I6146","LABORATORIO DE PARASITOLOGIA"
"76902","I6157","METODOLOGIA DE LA INVESTIGACION"
"76928","I6145","MICROBIOLOGIA"
"76929","I6145","MICROBIOLOGIA"
"104109","I6152","MICROBIOLOGIA APLICADA"
"103808","I6170","QUIMICA Y TOXICOLOGIA FORENSE"
"94260","I6166","TECNOLOGIA FARMACEUTICA I"
"124827","I6172","VALIDACION DE PROCESOS Y METODOS ANALITICOS"
"58209","I6138","FARMACOLOGIA I"
"103807","I6170","QUIMICA Y TOXICOLOGIA FORENSE"
"117635","I6153","ANALISIS DE FARMACOS Y MEDICAMENTOS"
"117636","I6153","ANALISIS DE FARMACOS Y MEDICAMENTOS"
"42276","I6134","BASES DE BIOLOGIA CELULAR"
"42276","I6134","BASES DE BIOLOGIA CELULAR"
"42283","I6125","BIOESTADISTICA"
"42289","I6156","BIOETICA Y DEONTOLOGIA"
"76899","I6156","BIOETICA Y DEONTOLOGIA"
"89529","I6148","BIOFARMACIA Y FARMACOCINETICA"
"94041","I6149","BIOLOGIA MOLECULAR Y GENETICA"
"76923","I6144","BIOQUIMICA II"
"76917","I6142","FARMACOLOGIA II"
"42390","I6137","FISIOLOGIA Y FUNDAMENTOS DE FISIO-PATOLOGIA"
"42390","I6137","FISIOLOGIA Y FUNDAMENTOS DE FISIO-PATOLOGIA"
"42390","I6137","FISIOLOGIA Y FUNDAMENTOS DE FISIO-PATOLOGIA"
"117640","I6174","LABORATORIO DE ANALISIS QUIMICO CLINICO"
"117640","I6174","LABORATORIO DE ANALISIS QUIMICO CLINICO"
"89596","I6151","LABORATORIO DE MICROBIOLOGIA CLINICA"
"42468","I6157","METODOLOGIA DE LA INVESTIGACION"
"76929","I6145","MICROBIOLOGIA"
"42522","I6135","MORFOLOGIA"
"42522","I6135","MORFOLOGIA"
"83451","I6135","MORFOLOGIA"
"42587","I6127","QUIMICA ANALITICA I"
"67484","I6130","QUIMICA ANALITICA II"
"79447","I6132","QUIMICA ANALITICA III"
"103807","I6170","QUIMICA Y TOXICOLOGIA FORENSE"
"42790","I6159","SEMINARIO DE TUTORIA INICIAL I"
"42802","I6161","SEMINARIO DE TUTORIA INICIAL III"
"76904","I6159","SEMINARIO DE TUTORIA INICIAL I"
"91022","I6160","SEMINARIO DE TUTORIA INICIAL II"
"117631","I6173","SERVICIOS FARMACEUTICOS HOSPITALARIOS"
"42825","I6193","TALLER DE MANEJO DE RESIDUOS"
"103789","I6167","TECNOLOGIA FARMACEUTICA II"
"103790","I6167","TECNOLOGIA FARMACEUTICA II"
"95611","I6150","TOXICOLOGIA GENERAL"
"89044","I6150","TOXICOLOGIA GENERAL"
"117635","I6153","ANALISIS DE FARMACOS Y MEDICAMENTOS"
"103796","I6169","ANALISIS QUIMICO CLINICO"
"103797","I6169","ANALISIS QUIMICO CLINICO"
"42274","I6134","BASES DE BIOLOGIA CELULAR"
"42274","I6134","BASES DE BIOLOGIA CELULAR"
"92685","I6125","BIOESTADISTICA"
"42287","I6156","BIOETICA Y DEONTOLOGIA"
"42290","I6156","BIOETICA Y DEONTOLOGIA"
"89529","I6148","BIOFARMACIA Y FARMACOCINETICA"
"86292","I6148","BIOFARMACIA Y FARMACOCINETICA"
"58533","I6140","BIOQUIMICA I"
"42304","I6121","CALCULO DIFERENCIAL INTEGRAL"
"124843","I6177","DESARROLLO SUSTENTABLE"
"103794","I6168","FARMACIA COMUNITARIA Y HOSPITALARIA"
"42470","I6157","METODOLOGIA DE LA INVESTIGACION"
"42471","I6157","METODOLOGIA DE LA INVESTIGACION"
"104108","I6152","MICROBIOLOGIA APLICADA"
"104110","I6152","MICROBIOLOGIA APLICADA"
"42520","I6135","MORFOLOGIA"
"67482","I6130","QUIMICA ANALITICA II"
"67483","I6130","QUIMICA ANALITICA II"
"79447","I6132","QUIMICA ANALITICA III"
"102071","I6132","QUIMICA ANALITICA III"
"42634","I6136","SALUD Y SOCIEDAD"
"42789","I6159","SEMINARIO DE TUTORIA INICIAL I"
"42792","I6159","SEMINARIO DE TUTORIA INICIAL I"
"90520","I6161","SEMINARIO DE TUTORIA INICIAL III"
"124998","I6161","SEMINARIO DE TUTORIA INICIAL III"
"84483","I6164","SEMINARIO DE TUTORIA INTERMEDIA III"
"103788","I6167","TECNOLOGIA FARMACEUTICA II"
"117646","I6171","ANALISIS MICROBIOLOGICOS"
"42275","I6134","BASES DE BIOLOGIA CELULAR"
"91564","I6134","BASES DE BIOLOGIA CELULAR"
"91564","I6134","BASES DE BIOLOGIA CELULAR"
"77956","FB224","BIOLOGIA MOLECULAR"
"58459","I6140","BIOQUIMICA I"
"103795","I6168","FARMACIA COMUNITARIA Y HOSPITALARIA"
"58509","I6138","FARMACOLOGIA I"
"58246","I6138","FARMACOLOGIA I"
"104108","I6152","MICROBIOLOGIA APLICADA"
"83451","I6135","MORFOLOGIA"
"58536","I6139","NORMATIVIDAD Y LEGISLACION SANITARIA"
"58790","I6139","NORMATIVIDAD Y LEGISLACION SANITARIA"
"58187","I6141","PARASITOLOGIA"
"58595","I6141","PARASITOLOGIA"
"102071","I6132","QUIMICA ANALITICA III"
"42610","I6126","QUIMICA GENERAL II"
"103808","I6170","QUIMICA Y TOXICOLOGIA FORENSE"
"103816","I6165","SEMINARIO DE TUTORIA DE EGRESO"
"103817","I6165","SEMINARIO DE TUTORIA DE EGRESO"
"42803","I6161","SEMINARIO DE TUTORIA INICIAL III"
"58779","I6162","SEMINARIO DE TUTORIA INTERMEDIA I"
"58148","I6162","SEMINARIO DE TUTORIA INTERMEDIA I"
"88746","I6164","SEMINARIO DE TUTORIA INTERMEDIA III"
"117671","I6162","SEMINARIO DE TUTORIA INTERMEDIA I"
"117630","I6173","SERVICIOS FARMACEUTICOS HOSPITALARIOS"
"94260","I6166","TECNOLOGIA FARMACEUTICA I"
"103791","I6167","TECNOLOGIA FARMACEUTICA II"
"103791","I6167","TECNOLOGIA FARMACEUTICA II"
"124825","I6172","VALIDACION DE PROCESOS Y METODOS ANALITICOS"
"124825","I6172","VALIDACION DE PROCESOS Y METODOS ANALITICOS"
"76899","I6156","BIOETICA Y DEONTOLOGIA"
"49934","FB224","BIOLOGIA MOLECULAR"
"95634","I6149","BIOLOGIA MOLECULAR Y GENETICA"
"49937","FB301","CONTROL DE CALIDAD EN LABORATORIO CLINICO"
"49937","FB301","CONTROL DE CALIDAD EN LABORATORIO CLINICO"
"76917","I6142","FARMACOLOGIA II"
"76919","I6142","FARMACOLOGIA II"
"117656","I6201","FARMACOTERAPIA"
"123243","I6128","FISICOQUIMICA I PARA FARMACEUTICOS"
"42389","I6137","FISIOLOGIA Y FUNDAMENTOS DE FISIO-PATOLOGIA"
"42389","I6137","FISIOLOGIA Y FUNDAMENTOS DE FISIO-PATOLOGIA"
"42389","I6137","FISIOLOGIA Y FUNDAMENTOS DE FISIO-PATOLOGIA"
"42391","I6137","FISIOLOGIA Y FUNDAMENTOS DE FISIO-PATOLOGIA"
"42392","I6137","FISIOLOGIA Y FUNDAMENTOS DE FISIO-PATOLOGIA"
"42392","I6137","FISIOLOGIA Y FUNDAMENTOS DE FISIO-PATOLOGIA"
"117637","I6174","LABORATORIO DE ANALISIS QUIMICO CLINICO"
"14449","I6151","LABORATORIO DE MICROBIOLOGIA CLINICA"
"76932","I6146","LABORATORIO DE PARASITOLOGIA"
"76930","I6145","MICROBIOLOGIA"
"104109","I6152","MICROBIOLOGIA APLICADA"
"58552","I6139","NORMATIVIDAD Y LEGISLACION SANITARIA"
"58595","I6141","PARASITOLOGIA"
"117683","I6141","PARASITOLOGIA"
"67485","I6130","QUIMICA ANALITICA II"
"42597","I6122","QUIMICA GENERAL I"
"76925","I6143","SEMINARIO DE INVESTIGACION"
"42801","I6161","SEMINARIO DE TUTORIA INICIAL III"
"42804","I6161","SEMINARIO DE TUTORIA INICIAL III"
"76938","I6163","SEMINARIO DE TUTORIA INTERMEDIA II"
"76939","I6163","SEMINARIO DE TUTORIA INTERMEDIA II"
"117630","I6173","SERVICIOS FARMACEUTICOS HOSPITALARIOS"
"95924","I6166","TECNOLOGIA FARMACEUTICA I"
"95924","I6166","TECNOLOGIA FARMACEUTICA I"
"103790","I6167","TECNOLOGIA FARMACEUTICA II"
"49931","FB223","TECNOLOGIA FARMACEUTICA II"
"49934","FB224","BIOLOGIA MOLECULAR"
"94041","I6149","BIOLOGIA MOLECULAR Y GENETICA"
"84579","I6149","BIOLOGIA MOLECULAR Y GENETICA"
"84579","I6149","BIOLOGIA MOLECULAR Y GENETICA"
"76921","I6144","BIOQUIMICA II"
"49965","FB323","CONTROL DE CALIDAD FARMACEUTICO Y BIOLOGICO"
"49965","FB323","CONTROL DE CALIDAD FARMACEUTICO Y BIOLOGICO"
"49960","FB317","COSMETOLOGIA"
"42380","I6128","FISICOQUIMICA I PARA FARMACEUTICOS"
"124849","I6205","HEMATOLOGIA"
"55412","FB330","INGENIERIA CLINICA I"
"42405","I6123","INTRODUCCION A LA FISICA"
"76935","I6146","LABORATORIO DE PARASITOLOGIA"
"91422","I6208","MICOLOGIA"
"42520","I6135","MORFOLOGIA"
"124861","I6135","MORFOLOGIA"
"42585","I6127","QUIMICA ANALITICA I"
"67482","I6130","QUIMICA ANALITICA II"
"102071","I6132","QUIMICA ANALITICA III"
"44716","FB220","QUIMICA CLINICA"
"49939","FB303","RADIODIAGNOSTICO CLINICO"
"49939","FB303","RADIODIAGNOSTICO CLINICO"
"76936","I6163","SEMINARIO DE TUTORIA INTERMEDIA II"
"58605","I6217","SISTEMA DE CONTROL AMBIENTAL"
"103788","I6167","TECNOLOGIA FARMACEUTICA II"
"117643","I6175","TOXICOLOGIA APLICADA"
"103820","I6218","TOXICOLOGIA FORENSE"
"117648","I6171","ANALISIS MICROBIOLOGICOS"
"90105","I6148","BIOFARMACIA Y FARMACOCINETICA"
"90301","I6149","BIOLOGIA MOLECULAR Y GENETICA"
"42304","I6121","CALCULO DIFERENCIAL INTEGRAL"
"49941","FB304","CITOLOGIA EXFOLIATIVA"
"49941","FB304","CITOLOGIA EXFOLIATIVA"
"76917","I6142","FARMACOLOGIA II"
"42392","I6137","FISIOLOGIA Y FUNDAMENTOS DE FISIO-PATOLOGIA"
"76941","I6202","FISIOPATOLOGIA"
"124837","I6158","GERENCIA Y ADMINISTRACION"
"42399","I6187","HIGIENE Y SEGURIDAD INDUSTRIAL"
"42405","I6123","INTRODUCCION A LA FISICA"
"117637","I6174","LABORATORIO DE ANALISIS QUIMICO CLINICO"
"117639","I6174","LABORATORIO DE ANALISIS QUIMICO CLINICO"
"76933","I6146","LABORATORIO DE PARASITOLOGIA"
"91422","I6208","MICOLOGIA"
"117683","I6141","PARASITOLOGIA"
"44744","FB316","PRODUCTOS FARMACEUTICOS NATURALES"
"42585","I6127","QUIMICA ANALITICA I"
"67482","I6130","QUIMICA ANALITICA II"
"44716","FB220","QUIMICA CLINICA"
"102072","I6122","QUIMICA GENERAL I"
"76926","I6143","SEMINARIO DE INVESTIGACION"
"42795","I6160","SEMINARIO DE TUTORIA INICIAL II"
"86104","I6166","TECNOLOGIA FARMACEUTICA I"
"103791","I6167","TECNOLOGIA FARMACEUTICA II"
"95611","I6150","TOXICOLOGIA GENERAL"
"49962","FB319","TOXICOLOGIA INDUSTRIAL"
"42253","I5802","ALGEBRA LINEAL"
"42250","I5802","ALGEBRA LINEAL"
"42299","I5800","CALCULO DIFERENCIAL E INTEGRAL"
"42299","I5800","CALCULO DIFERENCIAL E INTEGRAL"
"42297","I5800","CALCULO DIFERENCIAL E INTEGRAL"
"42297","I5800","CALCULO DIFERENCIAL E INTEGRAL"
"35659","I6494","DESARROLLO ORGANIZACIONAL"
"42335","I5874","DISE~O DE EXPERIMENTOS"
"42342","I5809","ELECTRICIDAD Y MAGNETISMO"
"81713","I5809","ELECTRICIDAD Y MAGNETISMO"
"42412","I5816","INTRODUCCION A LA INGENIERIA AMBIENTAL"
"78707","I5827","LABORATORIO DE MANEJO Y SEPARACION MECANICA DE MATERIALES"
"78703","I5825","LABORATORIO DE MECANICA DE FLUIDOS"
"78698","I5820","MATEMATICAS APLICADAS A LA INGENIERIA QUIMICA II"
"42466","I5807","MECANICA"
"42462","I5807","MECANICA"
"104056","I5842","MODELADO DINAMICO Y OPTIMIZACION DE PROCESOS"
"123244","I6127","QUIMICA ANALITICA I"
"42604","I5804","QUIMICA GENERAL II"
"42604","I5804","QUIMICA GENERAL II"
"42606","I5804","QUIMICA GENERAL II"
"42606","I5804","QUIMICA GENERAL II"
"42619","I5805","QUIMICA ORGANICA I"
"42619","I5805","QUIMICA ORGANICA I"
"94655","I6164","SEMINARIO DE TUTORIA INTERMEDIA III"
"42256","I5802","ALGEBRA LINEAL"
"38444","I3298","ANALISIS MICROBIOLOGICO"
"42295","I5800","CALCULO DIFERENCIAL E INTEGRAL"
"42295","I5800","CALCULO DIFERENCIAL E INTEGRAL"
"42296","I5800","CALCULO DIFERENCIAL E INTEGRAL"
"42296","I5800","CALCULO DIFERENCIAL E INTEGRAL"
"35659","I6494","DESARROLLO ORGANIZACIONAL"
"127431","I6128","FISICOQUIMICA I PARA FARMACEUTICOS"
"63956","I5813","FISICOQUIMICA PARA INGENIEROS II"
"42386","I5812","FISICOQUIMICA PARA INGENIEROS I"
"87316","I5828","INTRODUCCION A LA BIOTECNOLOGIA"
"42410","I5816","INTRODUCCION A LA INGENIERIA AMBIENTAL"
"104038","I5825","LABORATORIO DE MECANICA DE FLUIDOS"
"74719","I5818","MATEMATICAS APLICADAS A LA INGENIERIA QUIMICA I"
"117574","I5823","MATEMATICAS APLICADAS A LA INGENIERIA QUIMICA III"
"42463","I5807","MECANICA"
"42465","I5807","MECANICA"
"42605","I5804","QUIMICA GENERAL II"
"42605","I5804","QUIMICA GENERAL II"
"63509","I5805","QUIMICA ORGANICA I"
"63509","I5805","QUIMICA ORGANICA I"
"42618","I5805","QUIMICA ORGANICA I"
"42618","I5805","QUIMICA ORGANICA I"
"117646","I6171","ANALISIS MICROBIOLOGICOS"
"117648","I6171","ANALISIS MICROBIOLOGICOS"
"103798","I6169","ANALISIS QUIMICO CLINICO"
"49938","FB302","BANCO DE SANGRE"
"49938","FB302","BANCO DE SANGRE"
"42277","I6134","BASES DE BIOLOGIA CELULAR"
"86145","I6148","BIOFARMACIA Y FARMACOCINETICA"
"86292","I6148","BIOFARMACIA Y FARMACOCINETICA"
"58295","I6140","BIOQUIMICA I"
"58546","I6140","BIOQUIMICA I"
"124842","I6177","DESARROLLO SUSTENTABLE"
"58209","I6138","FARMACOLOGIA I"
"58213","I6137","FISIOLOGIA Y FUNDAMENTOS DE FISIO-PATOLOGIA"
"124838","I6158","GERENCIA Y ADMINISTRACION"
"49943","FB305","INMUNOLOGIA APLICADA"
"49943","FB305","INMUNOLOGIA APLICADA"
"42407","I6123","INTRODUCCION A LA FISICA"
"14449","I6151","LABORATORIO DE MICROBIOLOGIA CLINICA"
"42469","I6157","METODOLOGIA DE LA INVESTIGACION"
"88732","I6157","METODOLOGIA DE LA INVESTIGACION"
"117680","I6139","NORMATIVIDAD Y LEGISLACION SANITARIA"
"58315","I6141","PARASITOLOGIA"
"67484","I6130","QUIMICA ANALITICA II"
"79447","I6132","QUIMICA ANALITICA III"
"103805","I6170","QUIMICA Y TOXICOLOGIA FORENSE"
"124867","I6143","SEMINARIO DE INVESTIGACION"
"103818","I6165","SEMINARIO DE TUTORIA DE EGRESO"
"89442","I6159","SEMINARIO DE TUTORIA INICIAL I"
"117632","I6173","SERVICIOS FARMACEUTICOS HOSPITALARIOS"
"42826","I6193","TALLER DE MANEJO DE RESIDUOS"
"117633","I6153","ANALISIS DE FARMACOS Y MEDICAMENTOS"
"117635","I6153","ANALISIS DE FARMACOS Y MEDICAMENTOS"
"117647","I6171","ANALISIS MICROBIOLOGICOS"
"42277","I6134","BASES DE BIOLOGIA CELULAR"
"42277","I6134","BASES DE BIOLOGIA CELULAR"
"58518","I6134","BASES DE BIOLOGIA CELULAR"
"91564","I6134","BASES DE BIOLOGIA CELULAR"
"42284","I6125","BIOESTADISTICA"
"90105","I6148","BIOFARMACIA Y FARMACOCINETICA"
"124846","I6178","BIOTECNOLOGIA"
"42305","I6121","CALCULO DIFERENCIAL INTEGRAL"
"42307","I6121","CALCULO DIFERENCIAL INTEGRAL"
"124847","I6198","COSMETOLOGIA"
"42334","I5874","DISE~O DE EXPERIMENTOS"
"58648","I6138","FARMACOLOGIA I"
"76916","I6142","FARMACOLOGIA II"
"123243","I6128","FISICOQUIMICA I PARA FARMACEUTICOS"
"127431","I6128","FISICOQUIMICA I PARA FARMACEUTICOS"
"63963","I6131","FISICOQUIMICA II PARA FARMACEUTICOS"
"58213","I6137","FISIOLOGIA Y FUNDAMENTOS DE FISIO-PATOLOGIA"
"76928","I6145","MICROBIOLOGIA"
"76928","I6145","MICROBIOLOGIA"
"58315","I6141","PARASITOLOGIA"
"42587","I6127","QUIMICA ANALITICA I"
"127480","I6130","QUIMICA ANALITICA II"
"79448","I6132","QUIMICA ANALITICA III"
"42600","I6122","QUIMICA GENERAL I"
"42612","I6126","QUIMICA GENERAL II"
"42620","I6124","QUIMICA ORGANICA I"
"117629","I6173","SERVICIOS FARMACEUTICOS HOSPITALARIOS"
"117631","I6173","SERVICIOS FARMACEUTICOS HOSPITALARIOS"
"117632","I6173","SERVICIOS FARMACEUTICOS HOSPITALARIOS"
"83851","I6166","TECNOLOGIA FARMACEUTICA I"
"42257","I5802","ALGEBRA LINEAL"
"62958","I5817","BALANCES DE MATERIA Y ENERGIA"
"62958","I5817","BALANCES DE MATERIA Y ENERGIA"
"42272","I5817","BALANCES DE MATERIA Y ENERGIA"
"117571","I5817","BALANCES DE MATERIA Y ENERGIA"
"42298","I5800","CALCULO DIFERENCIAL E INTEGRAL"
"42308","I6121","CALCULO DIFERENCIAL INTEGRAL"
"42308","I6121","CALCULO DIFERENCIAL INTEGRAL"
"42309","I6121","CALCULO DIFERENCIAL INTEGRAL"
"42306","I6121","CALCULO DIFERENCIAL INTEGRAL"
"125945","I5829","CINETICA QUIMICA Y CATALISIS"
"44731","IQ210","CONTROL DE PROCESOS"
"125988","I5840","DISE?O DE EQUIPO DE PROCESOS QUIMICOS"
"56869","I5874","DISE~O DE EXPERIMENTOS"
"62960","I6484","HISTORIA DE LA TECNOLOGIA"
"62960","I6484","HISTORIA DE LA TECNOLOGIA"
"46591","IQ230","INTRODUCCION A LA SEGURIDAD INDUSTRIAL"
"104034","I5823","MATEMATICAS APLICADAS A LA INGENIERIA QUIMICA III"
"42597","I6122","QUIMICA GENERAL I"
"63398","I6122","QUIMICA GENERAL I"
"46594","IQ312","TECNOLOGIA DE ALIMENTOS II"
"46594","IQ312","TECNOLOGIA DE ALIMENTOS II"
"62966","I5819","TERMODINAMICA QUIMICA APLICADA"
"93810","I5830","TRANSFERENCIA DE MASA"
"78709","I5877","TRATAMIENTO DE AGUAS"
"78709","I5877","TRATAMIENTO DE AGUAS"
"104051","I5838","ANALISIS DE REACTORES QUIMICOS"
"42271","I5817","BALANCES DE MATERIA Y ENERGIA"
"42271","I5817","BALANCES DE MATERIA Y ENERGIA"
"42298","I5800","CALCULO DIFERENCIAL E INTEGRAL"
"62959","I5876","CIENCIA E INGENIERIA DE LOS MATERIALES"
"62959","I5876","CIENCIA E INGENIERIA DE LOS MATERIALES"
"95479","I5829","CINETICA QUIMICA Y CATALISIS"
"46586","IQ212","PRACTICAS DE OPERACIONES UNITARIAS II"
"42543","I5799","PRECALCULO"
"42543","I5799","PRECALCULO"
"42532","I5799","PRECALCULO"
"42532","I5799","PRECALCULO"
"42542","I5799","PRECALCULO"
"42542","I5799","PRECALCULO"
"42533","I5799","PRECALCULO"
"42533","I5799","PRECALCULO"
"42550","I5801","PROBABILIDAD Y ESTADISTICA"
"42550","I5801","PROBABILIDAD Y ESTADISTICA"
"50309","QM402","QUIMICA ANALITICA AVANZADA"
"67484","I6130","QUIMICA ANALITICA II"
"42641","I5815","SEMINARIO DE INDUCCION PARA INGENIEROS QUIMICOS"
"42640","I5815","SEMINARIO DE INDUCCION PARA INGENIEROS QUIMICOS"
"50094","IQ311","TECNOLOGIA DE ALIMENTOS I"
"125952","I5830","TRANSFERENCIA DE MASA"
"117607","I5876","CIENCIA E INGENIERIA DE LOS MATERIALES"
"104053","I5840","DISE?O DE EQUIPO DE PROCESOS QUIMICOS"
"104053","I5840","DISE?O DE EQUIPO DE PROCESOS QUIMICOS"
"125988","I5840","DISE?O DE EQUIPO DE PROCESOS QUIMICOS"
"126014","I5860","INTRODUCCION A LA BIOINGENIERIA"
"42403","I6123","INTRODUCCION A LA FISICA"
"42413","I5816","INTRODUCCION A LA INGENIERIA AMBIENTAL"
"63960","I5822","LABORATORIO DE ANALISIS QUIMICO INSTRUMENTAL PARA INGENIEROS"
"63960","I5822","LABORATORIO DE ANALISIS QUIMICO INSTRUMENTAL PARA INGENIEROS"
"87939","I5825","LABORATORIO DE MECANICA DE FLUIDOS"
"82837","I5831","LABORATORIO DE TRANSFERENCIA DE MASA"
"104047","I5833","LABORATORIO DE TRANSFERENCIA DE CALOR"
"62964","I5820","MATEMATICAS APLICADAS A LA INGENIERIA QUIMICA II"
"104035","I5823","MATEMATICAS APLICADAS A LA INGENIERIA QUIMICA III"
"42541","I5799","PRECALCULO"
"42541","I5799","PRECALCULO"
"42547","I5801","PROBABILIDAD Y ESTADISTICA"
"42547","I5801","PROBABILIDAD Y ESTADISTICA"
"67485","I6130","QUIMICA ANALITICA II"
"79444","I6130","QUIMICA ANALITICA II"
"72269","I5803","QUIMICA GENERAL I"
"125992","I5835","SEGURIDAD DE PROCESOS Y PREVENCION DE PERDIDAS"
"125992","I5835","SEGURIDAD DE PROCESOS Y PREVENCION DE PERDIDAS"
"44856","IQ218","SEMINARIO DE TITULACION PARA INGENIEROS QUIMICOS"
"126002","I5841","SISTEMAS DE EXCELENCIA Y NORMATIVIDAD EN INGENIERIA QUIMICA"
"60828","I6915","TALLER DE RESOLUCION DE PROBLEMAS DE ELECTROMAGNETISMO"
"44834","IQ303","CIENCIA Y TECNOLOGIA DE POLIMEROS I"
"126003","I5844","CONTROL DE PROCESOS"
"42344","I5809","ELECTRICIDAD Y MAGNETISMO"
"42344","I5809","ELECTRICIDAD Y MAGNETISMO"
"79439","I5813","FISICOQUIMICA PARA INGENIEROS II"
"79439","I5813","FISICOQUIMICA PARA INGENIEROS II"
"92251","I5812","FISICOQUIMICA PARA INGENIEROS I"
"126009","I5858","INTRODUCCION A LA CIENCIA Y TECNOLOGIA DE POLIMEROS"
"46590","IQ230","INTRODUCCION A LA SEGURIDAD INDUSTRIAL"
"46590","IQ230","INTRODUCCION A LA SEGURIDAD INDUSTRIAL"
